No.,Importer Name,Principal ,Brand Name,SAP Code,SAP Description,Product Code,IR Description ,Pack Size,Manufacturer Name,Manufacturer Address,Country of Origin,IR Number,Issued Date ,Valid Date,"IR Status
(Active/Inactive)","Renewal
Plan (Days)",To Start Renewal Timeline,"Application Status
(New/Renewal)",Application Number,Application Date,Approval Status,"Product Status 
(Active/Discon)",List Number,Remark
11,"Pahtama Group Co., Ltd",Abbott,Similac Gain IQ,0202111028,Similac Einstein,IE165855078130229,Formulated Milk Powder (For 2-3 Years Old) (New Formula with Prodi-G� and 5HMOs),400g/Can,Abbott Ireland,"Dromore West , Cootehill , Co. Cavan , Ireland",Ireland,IR-F/2024-NPW/002519,23-Dec-24,23-Dec-27,Active,360,28-Dec-26,,,,Approved,Active,,
12,"Pahtama Group Co., Ltd",Abbott,Similac Gain IQ,0202111029,Similac Einstein,IE165855078130229,Formulated Milk Powder (For 2-3 Years Old) (New Formula with Prodi-G� and 5HMOs),850g/Can,Abbott Ireland,"Dromore West , Cootehill , Co. Cavan , Ireland",Ireland,IR-F/2024-NPW/002519,23-Dec-24,23-Dec-27,Active,360,28-Dec-26,,,,Approved,Plant to discon,,
13,"Pahtama Group Co., Ltd",Abbott,Similac,0208111016,Similac Einstein,IE165855078130220,Formulated Milk Powder (Follow-on Formula) (For 6-24 Months Old) (New Formula with Prodi-G� and 5HMOs),400g/Can,Ireland,IR-F/2022-NPW/000275,Ireland,IR-F/2024-NPW/001831,20-Sep-24,20-Sep-27,Active,360,25-Sep-26,,,,Approved,Active,,
14,"Pahtama Group Co., Ltd",Abbott,Similac,0208111017,Similac Einstein,IE165855078130220,Formulated Milk Powder (Follow-on Formula) (For 6-24 Months Old) (New Formula with Prodi-G� and 5HMOs),850g/Can,Ireland,IR-F/2022-NPW/000275,Ireland,IR-F/2024-NPW/001831,20-Sep-24,20-Sep-27,Active,360,25-Sep-26,,,,Approved,Plant to discon,,
15,"Pahtama Group Co., Ltd",Abbott,Similac,,,IE165855078130226,Formulated Milk Powder (Infant Formula) (For 0-12 Months Old) (New Formula with Prodi-G� and 5HMOs),400g/Can,Abbott Ireland,"Dromore West , Cootehill , Co. Cavan , Ireland",Ireland,IR-F/2024-NPW/001936,08-Oct-24,08-Oct-27,Active,360,13-Oct-26,,,,Approved,Active,,
16,"Pahtama Group Co., Ltd",Abbott,Similac,,,IE165855078130226,Formulated Milk Powder (Infant Formula) (For 0-12 Months Old) (New Formula with Prodi-G� and 5HMOs),850g/Can,Abbott Ireland,"Dromore West , Cootehill , Co. Cavan , Ireland",Ireland,IR-F/2024-NPW/001936,08-Oct-24,08-Oct-27,Active,360,13-Oct-26,,,,Approved,Plant to discon,,
17,"Pahtama Group Co., Ltd",Abbott,Prosure,0207112001,Prosure Orange  380gm ,ES165855078130208,Food For Special Medical Purpose (For People with Cancer Induced-Weight Loss) (Orange Flavoured),380g/Can,Abbott Laboratories S.A,"Camino de Purchil , 68 , 18004, Granada , Spain",Spain,IR-F/2024-NPW/000490,13-Mar-24,13-Mar-27,Active,360,18-Mar-26,,,,Approved,Plant to discon,,IR description will be change (label need to revise when IR renewal)
18,"Pahtama Group Co., Ltd",Abbott,PediaSure Junior,0206123002,Pediasure ML2,SG165855078130165,Child Nutritional Supplement (For 1-3 Years) (Strawberry Flavor),400g/Can,Abbott Manufacturing Singapore Private Limited,"26 , Tuas South Avenue 10 , 637437 , Singapore",Singapore,IR-F/2022-NPW/003568,28-Sep-22,28-Sep-25,Active,360,03-Oct-24,,,,Approved,Plant to discon,,IR description will be change (label need to revise when IR renewal)
19,"Pahtama Group Co., Ltd",Abbott,PediaSure Junior,NPI,Pediasure ML2,SG165855078130165,Child Nutritional Supplement (For 1-3 Years) (Strawberry Flavor),850g/Can,Abbott Manufacturing Singapore Private Limited,"26 , Tuas South Avenue 10 , 637437 , Singapore",Singapore,IR-F/2022-NPW/003568,28-Sep-22,28-Sep-25,Active,360,03-Oct-24,,,,Approved,Plant to discon,,IR description will be change (label need to revise when IR renewal)
20,"Pahtama Group Co., Ltd",Abbott,PediaSure Junior,0206123001,Pediasure ML2,SG165855078130166,Child Nutritional Supplement (For 1-3 Years) (Vanilla Flavor),400g/Can,Abbott Manufacturing Singapore Private Limited,"26 , Tuas South Avenue 10 , 637437 , Singapore",Singapore,IR-F/2022-NPW/003569,28-Sep-22,28-Sep-25,Active,360,03-Oct-24,,,,Approved,Active,,IR description will be change (label need to revise when IR renewal)
21,"Pahtama Group Co., Ltd",Abbott,PediaSure Junior,NPI,Pediasure ML2,SG165855078130166,Child Nutritional Supplement (For 1-3 Years) (Vanilla Flavor),850g/Can,Abbott Manufacturing Singapore Private Limited,"26 , Tuas South Avenue 10 , 637437 , Singapore",Singapore,IR-F/2022-NPW/003569,28-Sep-22,28-Sep-25,Active,360,03-Oct-24,,,,Approved,Discontinue,,
22,"Pahtama Group Co., Ltd",Abbott,Pediasure Junior,,,SG165855078130214,Vanilla Flavored Child Nutritional Supplement (for 1 - 3 Years),380g/Can,Abbott Manufacturing Singapore Private Limited,"26 , Tuas South Avenue 10 , 637437 , Singapore",Singapore,IR-F/2024-NPW/001552,03-Jun-24,03-Jun-27,Active,360,08-Jun-26,,,,Approved,Active,,Degram with new compliance label
23,"Pahtama Group Co., Ltd",Abbott,PediaSure,0206123006,Pediasure ML2,SG165855078130161,Child Nutritional Supplement (For 3-10 Years) (Vanilla Flavor),48.6g/Multilayer Sachet,Abbott Manufacturing Singapore Private Limited,"26 , Tuas South Avenue 10 , 637437 , Singapore",Singapore,IR-F/2022-NPW/003564,28-Sep-22,28-Sep-25,Active,360,03-Oct-24,,,,Approved,Active,,IR description will be change (label need to revise when IR renewal)
24,"Pahtama Group Co., Ltd",Abbott,PediaSure,0206123007,Pediasure ML2,SG165855078130162,Child Nutritional Supplement (For 3-10 Years) (Strawberry Flavor),48.6g/Multilayer Sachet,Abbott Manufacturing Singapore Private Limited,"26 , Tuas South Avenue 10 , 637437 , Singapore",Singapore,IR-F/2022-NPW/003565,28-Sep-22,28-Sep-25,Active,360,03-Oct-24,,,,Approved,Plant to discon,,IR description will be change (label need to revise when IR renewal)
25,"Pahtama Group Co., Ltd",Abbott,PediaSure,0206123005,Pediasure ML2,SG165855078130163,Child Nutritional Supplement (For 3-10 Years) (Strawberry Flavor),400g/Can,Abbott Manufacturing Singapore Private Limited,"26 , Tuas South Avenue 10 , 637437 , Singapore",Singapore,IR-F/2022-NPW/003566,28-Sep-22,28-Sep-25,Active,360,03-Oct-24,,,,Approved,Plant to discon,,IR description will be change (label need to revise when IR renewal)
26,"Pahtama Group Co., Ltd",Abbott,PediaSure,0206123003,Pediasure ML2,SG165855078130164,Child Nutritional Supplement (For 3-10 Years) (Vanilla Flavor),400g/Can,Abbott Manufacturing Singapore Private Limited,"26 , Tuas South Avenue 10 , 637437 , Singapore",Singapore,IR-F/2022-NPW/003567,28-Sep-22,28-Sep-25,Active,360,03-Oct-24,,,,Approved,Active,,IR description will be change (label need to revise when IR renewal)
27,"Pahtama Group Co., Ltd",Abbott,PediaSure,0206123004,Pediasure ML2,SG165855078130164,Child Nutritional Supplement (For 3-10 Years) (Vanilla Flavor),850g/Can,Abbott Manufacturing Singapore Private Limited,"26 , Tuas South Avenue 10 , 637437 , Singapore",Singapore,IR-F/2022-NPW/003567,28-Sep-22,28-Sep-25,Active,360,03-Oct-24,,,,Approved,Active,,IR description will be change (label need to revise when IR renewal)
28,"Pahtama Group Co., Ltd",Abbott,Nepro,NPI,NPI,IN165855078130207,Food for Special Dietary Use - Food for People on Dialysis (Complete Renal Nutrition) (High Protein) (Vanilla Toffee Flavor),400g Multilayer Pouch/Plastic Jar,Abbott Healthcare Private Limited,"Plot No. 901-B , GIDC, Jhagadia, Bharuch , Gujarat - 393 110 , India",India,IR-F/2024-NPW/000489,13-Mar-24,13-Mar-27,Active,360,18-Mar-26,,,,Approved,Discontinue,,
29,"Pahtama Group Co., Ltd",Abbott,Nepro,NPI,NPI,IN165855078130206,Food for Special Dietary Use - Food for People with Chronic Kidney Disease (Non-Dialyzed) (Complete Renal Nutrition) (Lower Protein) (Vanilla Toffee Flavor),400g Multilayer Pouch/Plastic Jar,Abbott Healthcare Private Limited,"Plot No. 901-B , GIDC, Jhagadia, Bharuch , Gujarat - 393 110 , India",India,IR-F/2024-NPW/000488,13-Mar-24,13-Mar-27,Active,360,18-Mar-26,,,,Approved,Discontinue,,
30,"Pahtama Group Co., Ltd",Abbott,Glucerna SR,NPI,Degram,SG165855078130195,Food for Special Dietary Use (Vanilla Flavor),380g/Can,Abbott Manufacturing Singapore Private Limited,"26 , Tuas South Avenue 10 , 637437 , Singapore",Singapore,IR-F/2023-NPW/002697,10-Nov-23,10-Nov-26,Active,360,15-Nov-25,,,,Approved,Active,,IR description will be change (label need to revise when IR renewal)
31,"Pahtama Group Co., Ltd",Abbott,Glucerna SR,0203112005,Glucerna Triple Care 400gm (Thai Label) (1x24Pcs),SG165855078130199,Food for Special Dietary Use (Vanilla Flavor),400g/Can,Abbott Manufacturing Singapore Private Limited,"26 , Tuas South Avenue 10 , 637437 , Singapore",Singapore,IR-F/2024-NPW/000078,15-Jan-24,15-Jan-27,Active,360,20-Jan-26,,,,Approved,Plant to discon,,IR description will be change (label need to revise when IR renewal)
32,"Pahtama Group Co., Ltd",Abbott,Glucerna,0203113009,GLUCERNA Gladiator 52.1GM,ES165855078130170,Nutrition for The Dietary Management of Diabetes (Vanilla Flavor),52.1g/Multilayer Sachet,Abbott Laboratories S.A,"Camino de Purchil , 68 , 18004, Granada , Spain",Spain,IR-F/2023-NPW/000232,31-Jan-23,31-Jan-26,Active,360,05-Feb-25,,,,Approved,Active,,IR description will be change (label need to revise when IR renewal)
33,"Pahtama Group Co., Ltd",Abbott,Glucerna,0203112008,GLUCERNA Gladiator 400GM,SG165855078130182,Nutrition for The Dietary Management of Diabetes (Vanilla Flavor),400g/Can,Abbott Manufacturing Singapore Private Limited,"26 , Tuas South Avenue 10 , 637437 , Singapore",Singapore,IR-F/2023-NPW/001014,25-May-23,25-May-26,Active,360,30-May-25,,,,Approved,Plant to discon,,IR description will be change (label need to revise when IR renewal)
34,"Pahtama Group Co., Ltd",Abbott,Glucerna,0203112009,GLUCERNA Gladiator 850GM,SG165855078130182,Nutrition for The Dietary Management of Diabetes (Vanilla Flavor),850g/Can,Abbott Manufacturing Singapore Private Limited,"26 , Tuas South Avenue 10 , 637437 , Singapore",Singapore,IR-F/2023-NPW/001014,25-May-23,25-May-26,Active,360,30-May-25,,,,Approved,Plant to discon,,IR description will be change (label need to revise when IR renewal)
35,"Pahtama Group Co., Ltd",Abbott,Glucerna,0203112010,Degram,SG165855078130197,Nutrition for The Dietary Management of Diabetes (Vanilla Flavor),380g/Can,Abbott Manufacturing Singapore Private Limited,"26 , Tuas South Avenue 10 , 637437 , Singapore",Singapore,IR-F/2023-NPW/003079 ,12-Dec-23,12-Dec-26,Active,360,17-Dec-25,,,,Approved,Active,,IR description will be change (label need to revise when IR renewal)
36,"Pahtama Group Co., Ltd",Abbott,Glucerna,0203112011,Degram,SG165855078130197,Nutrition for The Dietary Management of Diabetes (Vanilla Flavor),800g/Can,Abbott Manufacturing Singapore Private Limited,"26 , Tuas South Avenue 10 , 637437 , Singapore",Singapore,IR-F/2023-NPW/003079 ,12-Dec-23,12-Dec-26,Active,360,17-Dec-25,,,,Approved,Active,,IR description will be change (label need to revise when IR renewal)
37,"Pahtama Group Co., Ltd",Abbott,Ensure Gold,0201112015,Ensure Wheat 400gm ,SG165855078130179,Nutritional Supplement for Adults (Complete Balanced Nutrition) (Wheat Flavor) (Less Sweet),400g/Can,Abbott Manufacturing Singapore Private Limited,"26 , Tuas South Avenue 10 , 637437 , Singapore",Singapore,IR-F/2023-NPW/000850,20-Apr-23,20-Apr-26,Active,360,25-Apr-25,,,,Approved,Plant to discon,,IR description will be change (label need to revise when IR renewal)
38,"Pahtama Group Co., Ltd",Abbott,Ensure Gold,0201112016,Ensure Wheat 850gm ,SG165855078130179,Nutritional Supplement for Adults (Complete Balanced Nutrition) (Wheat Flavor) (Less Sweet),850g/Can,Abbott Manufacturing Singapore Private Limited,"26 , Tuas South Avenue 10 , 637437 , Singapore",Singapore,IR-F/2023-NPW/000850,20-Apr-23,20-Apr-26,Active,360,25-Apr-25,,,,Approved,Plant to discon,,IR description will be change (label need to revise when IR renewal)
39,"Pahtama Group Co., Ltd",Abbott,Ensure Gold,0201113005,Ensure Gold Vanilla Sachet 60.6gm ,SG165855078130177,Nutritional Supplement for Adults (Complete Balanced Nutrition) (Vanilla Flavor) (Less Sweet),60.6g/Multilayer Sachet,Abbott Manufacturing Singapore Private Limited,"26 , Tuas South Avenue 10 , 637437 , Singapore",Singapore,IR-F/2023-NPW/000761,20-Apr-23,20-Apr-26,Active,360,25-Apr-25,,,,Approved,Active,,IR description will be change (label need to revise when IR renewal)
40,"Pahtama Group Co., Ltd",Abbott,Ensure Gold,0201112013,Ensure Gold Vanilla 400gm,SG165855078130178,Nutritional Supplement for Adults (Complete Balanced Nutrition) (Vanilla Flavor) (Less Sweet),400g/Can,Abbott Manufacturing Singapore Private Limited,"26 , Tuas South Avenue 10 , 637437 , Singapore",Singapore,IR-F/2023-NPW/000849,20-Apr-23,20-Apr-26,Active,360,25-Apr-25,,,,Approved,Plant to discon,,IR description will be change (label need to revise when IR renewal)
41,"Pahtama Group Co., Ltd",Abbott,Ensure Gold,0201112014,Ensure Gold Vanilla 850gm ,SG165855078130178,Nutritional Supplement for Adults (Complete Balanced Nutrition) (Vanilla Flavor) (Less Sweet),850g/Can,Abbott Manufacturing Singapore Private Limited,"26 , Tuas South Avenue 10 , 637437 , Singapore",Singapore,IR-F/2023-NPW/000849,20-Apr-23,20-Apr-26,Active,360,25-Apr-25,,,,Approved,Plant to discon,,IR description will be change (label need to revise when IR renewal)
42,"Pahtama Group Co., Ltd",Abbott,Ensure Gold,NPI,Degram,ES165855078130187,Nutritional Supplement for Adults (Complete Balanced Nutrition) (Strawberry Flavor),380g/Can,Abbott Laboratories S.A,"Camino de Purchil , 68 , 18004, Granada , Spain",Spain,IR-F/2023-NPW/002423 ,01-Nov-23,01-Nov-26,Active,360,06-Nov-25,,,,Approved,Plant to discon,,IR description will be change (label need to revise when IR renewal)
43,"Pahtama Group Co., Ltd",Abbott,Ensure Gold,NPI,Degram,ES165855078130187,Nutritional Supplement for Adults (Complete Balanced Nutrition) (Strawberry Flavor),800g/Can,Abbott Laboratories S.A,"Camino de Purchil , 68 , 18004, Granada , Spain",Spain,IR-F/2023-NPW/002423 ,01-Nov-23,01-Nov-26,Active,360,06-Nov-25,,,,Approved,Plant to discon,,IR description will be change (label need to revise when IR renewal)
44,"Pahtama Group Co., Ltd",Abbott,Ensure Gold,0201112025,Degram,SG165855078130188,Nutritional Supplement for Adults (Complete Balanced Nutrition) (Vanilla Flavor) (Less Sweet),380g/Can,Abbott Manufacturing Singapore Private Limited,"26 , Tuas South Avenue 10 , 637437 , Singapore",Singapore,IR-F/2023-NPW/002424 ,01-Nov-23,01-Nov-26,Active,360,06-Nov-25,,,,Approved,Active,,IR description will be change (label need to revise when IR renewal)
45,"Pahtama Group Co., Ltd",Abbott,Ensure Gold,0201112026,Degram,SG165855078130188,Nutritional Supplement for Adults (Complete Balanced Nutrition) (Vanilla Flavor) (Less Sweet),800g/Can,Abbott Manufacturing Singapore Private Limited,"26 , Tuas South Avenue 10 , 637437 , Singapore",Singapore,IR-F/2023-NPW/002424 ,01-Nov-23,01-Nov-26,Active,360,06-Nov-25,,,,Approved,Active,,IR description will be change (label need to revise when IR renewal)
46,"Pahtama Group Co., Ltd",Abbott,Ensure Gold,NPI,Degram,SG165855078130189,Nutritional Supplement for Adults (Complete Balanced Nutrition) (Wheat Flavor) (Less Sweet),380g/Can,Abbott Manufacturing Singapore Private Limited,"26 , Tuas South Avenue 10 , 637437 , Singapore",Singapore,IR-F/2023-NPW/002425 ,01-Nov-23,01-Nov-26,Active,360,06-Nov-25,,,,Approved,Plant to discon,,IR description will be change (label need to revise when IR renewal)
47,"Pahtama Group Co., Ltd",Abbott,Ensure Gold,NPI,Degram,SG165855078130189,Nutritional Supplement for Adults (Complete Balanced Nutrition) (Wheat Flavor) (Less Sweet),800g/Can,Abbott Manufacturing Singapore Private Limited,"26 , Tuas South Avenue 10 , 637437 , Singapore",Singapore,IR-F/2023-NPW/002425 ,01-Nov-23,01-Nov-26,Active,360,06-Nov-25,,,,Approved,Plant to discon,,IR description will be change (label need to revise when IR renewal)
48,"Pahtama Group Co., Ltd",Abbott,Ensure Gold,0201112017,Ensure Gold Strawberry 400g,ES165855078130194,Nutritional Supplement for Adults (Complete Balanced Nutrition) (Strawberry Flavor),400g/Can,Abbott Laboratories S.A,"Camino de Purchil , 68 , 18004, Granada , Spain",Spain,IR-F/2023-NPW/002639,10-Nov-23,10-Nov-26,Active,360,15-Nov-25,,,,Approved,Plant to discon,,IR description will be change (label need to revise when IR renewal)
49,"Pahtama Group Co., Ltd",Abbott,Ensure Gold,0201112018,Ensure Gold Strawberry 850g,ES165855078130194,Nutritional Supplement for Adults (Complete Balanced Nutrition) (Strawberry Flavor),850g/Can,Abbott Laboratories S.A,"Camino de Purchil , 68 , 18004, Granada , Spain",Spain,IR-F/2023-NPW/002639,10-Nov-23,10-Nov-26,Active,360,15-Nov-25,,,,Approved,Plant to discon,,IR description will be change (label need to revise when IR renewal)
50,"Pahtama Group Co., Ltd",Abbott,Ensure Gold,0201112021,Ensure Gold Almond (Plant-based Protein) 400gm (1x24Pcs),SG165855078130198,Nutritional Supplement for Adults (Complete Balanced Nutrition) (Almond Flavor) (Less Sweet),400g/Can,Abbott Manufacturing Singapore Private Limited,"26 , Tuas South Avenue 10 , 637437 , Singapore",Singapore,IR-F/2024-NPW/000014,12-Jan-24,12-Jan-27,Active,360,17-Jan-26,,,,Approved,Plant to discon,,IR description will be change (label need to revise when IR renewal)
51,"Pahtama Group Co., Ltd",Abbott,Ensure Gold,0201111006,Ensure Gold Vanilla RPB 220ml (1x24Pcs),NL165855078130205,Nutritional Supplement for Adults (Complete Balanced Nutrition) (Vanilla Flavour),220ml/HDPE Bottle,Abbott Laboratories B.V,"Rieteweg 21 , 8041 , AJ Zwolle , Netherlands",Netherlands,IR-F/2024-NPW/000487,13-Mar-24,13-Mar-27,Active,360,18-Mar-26,,,,Approved,Discontinue,,
52,"Pahtama Group Co., Ltd",Abbott,Ensure,NPI,Degram,SG165855078130186,Nutritional Supplement for Adults (Vanilla Flavour),380g/Can,Abbott Manufacturing Singapore Private Limited,"26 , Tuas South Avenue 10 , 637437 , Singapore",Singapore,IR-F/2023-NPW/002422 ,01-Nov-23,01-Nov-26,Active,360,06-Nov-25,,,,Approved,Active,,IR description will be change (label need to revise when IR renewal)
53,"Pahtama Group Co., Ltd",Abbott,Ensure,0201112008,Ensure Vanilla 400gm (Thai Label),SG165855078130204,Nutritional Supplement for Adults (Vanilla Flavour),400g/Can,Abbott Manufacturing Singapore Private Limited,"26 , Tuas South Avenue 10 , 637437 , Singapore",Singapore,IR-F/2024-NPW/000226,22-Jan-24,22-Jan-27,Active,360,27-Jan-26,,,,Approved,Plant to discon,,IR description will be change (label need to revise when IR renewal)
54,"Pahtama Group Co., Ltd",Abbott,Glucerna,0203112006,GLUCERNA Gladiator 400GM,ES165855078130175,Nutrition for The Dietary Management of Diabetes (Vanilla Flavor),400g/Can,Abbott Laboratories S.A,"Camino de Purchil , 68 , 18004, Granada , Spain",Spain,IR-F/2023-NPW/000285,03-Feb-23,03-Feb-26,Active,360,08-Feb-25,,,,Approved,Discontinue,,
55,"Pahtama Group Co., Ltd",Abbott,Glucerna,0203112007,GLUCERNA Gladiator 850GM,ES165855078130175,Nutrition for The Dietary Management of Diabetes (Vanilla Flavor),850g/Can,Abbott Laboratories S.A,"Camino de Purchil , 68 , 18004, Granada , Spain",Spain,IR-F/2023-NPW/000285,03-Feb-23,03-Feb-26,Active,360,08-Feb-25,,,,Approved,Discontinue,,
56,"Pahtama Group Co., Ltd",Abbott,Glucerna,0203113010,GLUCERNA Gladiator 52.1GM,SG165855078130183,Nutrition for The Dietary Management of Diabetes (Vanilla Flavor),52.1g/Multilayer Sachet,Abbott Manufacturing Singapore Private Limited,"26 , Tuas South Avenue 10 , 637437 , Singapore",Singapore,IR-F/2023-NPW/001015,25-May-23,25-May-26,Active,360,30-May-25,,,,Approved,Discontinue,,
57,"Pahtama Group Co., Ltd",Abbott,Ensure Gold,,,SG165855078130176,Nutritional Supplement for Adults (Complete Balanced Nutrition) (Vanilla Flavor) (Less Sweet),150g/Multilayer Pouch/Paper Box,Abbott Manufacturing Singapore Private Limited,"26 , Tuas South Avenue 10 , 637437 , Singapore",Singapore,IR-F/2023-NPW/000760,20-Apr-23,20-Apr-26,Active,360,25-Apr-25,,,,Approved,Discontinue,,
58,"City Family Properties Co., Ltd",Abbott,Ensure Gold,NPI,,SG112258582130059,Vanilla Flavored Nutritional Supplement for Adults (Balanced Nutrition) (Less Sweet),60.6g/Multilayer Sachet,Abbott Manufacturing Singapore Private Limited,"26, Tuas South Avenue 10 , 637437 , Singapore",Singapore,IR-F/2024-NPW/001940,08-Oct-24,08-Oct-27,Active,360,13-Oct-26,New ,IR-13/2024/NPW/016373,28-Jun-24,Approved,Active,,Ensure Armour 
59,"City Family Properties Co., Ltd",Abbott,Ensure Gold,0201112017,Ensure Gold Strawberry 400g,ES112258582130010,Nutritional Supplement for Adults (Complete Balanced Nutrition) (Strawberry Flavor),400g/Can,Abbott Laboratories S.A,"Camino de Purchil , 68 , 18004, Granada , Spain",Spain,IR-F/2023-NPW/002038,11-Sep-23,11-Sep-26,Active,360,16-Sep-25,,,,Approved,Plant to discon,,IR description will be change (label need to revise when IR renewal)
60,"City Family Properties Co., Ltd",Abbott,Ensure Gold,0201112018,Ensure Gold Strawberry 850g,ES112258582130010,Nutritional Supplement for Adults (Complete Balanced Nutrition) (Strawberry Flavor),850g/Can,Abbott Laboratories S.A,"Camino de Purchil , 68 , 18004, Granada , Spain",Spain,IR-F/2023-NPW/002038,11-Sep-23,11-Sep-26,Active,360,16-Sep-25,,,,Approved,Plant to discon,,IR description will be change (label need to revise when IR renewal)
61,"City Family Properties Co., Ltd",Abbott,PediaSure,0206123003,Pediasure ML2,SG112258582130011,Child Nutritional Supplement (For 3-10 Years) (Vanilla Flavor),400g/Can,Abbott Manufacturing Singapore Private Limited,"26 , Tuas South Avenue 10 , 637437 , Singapore",Singapore,IR-F/2023-NPW/002039 ,11-Sep-23,11-Sep-26,Active,360,16-Sep-25,,,,Approved,Active,,IR description will be change (label need to revise when IR renewal)
